1149,"

융의 어록 1

나의 생애는 무의식이 그 자신을 실현한 역사이다. 무의식에 있는 모든 것은 사건이 되고 밖의 현상으로 나타나며, 인격 또한 그 무의식적인 여러 조건에 근거하여 발전하며 스스로를 전체로서 체험하게 된다. 이러한 형성의 과정을 묘사함에 있어 나는 과학적인 언어를 사용할 수가 없다. 왜냐하면 나는 나 자신을 과학의 문제로서 경험할 수는 없기 때문이다. 

內的인 견지에서 본 우리들의 존재, 인간이 그 영원히 본질적인 성질에서 우리에게 보여주는 것, 그것은 오직 신화로써 묘사될 수 있다. 신화는 보다 개성적이며, 과학보다도 더욱 정확하게 삶을 묘사한다. 과학은 평균개념을 가지고 작업을 하는데, 이것은 너무 일반적이어서 한 개인의 특유한 인생이 지니고 있는 주관적인 다양성을 올바르게 파악하기 어렵다. 

(아니엘라 야훼(엮음)(이부영역): C.G. Jung의 回想, 꿈, 그리고 思想, 제1장 프롤로그, 집문당, p17에서) 


◇지혜와 바보스러움은 요정과 같은 존재 속에서 하나이며 동일한 것으로 나타날 뿐 아니라, 그것이 아니마를 통해서 표현되는 한 하나이며 같은 것이다. 인생은 바보스럽고 동시에 의미깊다. 

◇혼돈 속에 우주가 있고 모든 무질서 속에 은밀한 질서가, 모든 작위 속에 항상 법칙이 있다. 모든 살아서 작용하는 것은 대극(對極)에 토대를 두고 있기 때문이다. 

C.G.Jung(1954) Von den Wurzeln des Bewußtseins, Zürich, Rascher Verlag p83에서


‘기예技藝는 전체인간을 필요로 한다’. (Ars totum requirit hominem !) 고대의 어느 연금술사는 이렇게 외쳤다.  우리가 추구하고 있는 것은 바로 이 전체 인간 homo totus이다. 의사의 노력과 환자의 추구가 목표하는 바는 저 감추어진, 아직 드러나지 않은, 보다 큰 미래적 존재인 전체적 인간이다. 그러나 전체성을 향한 올바른 길은 - 유감스럽게도 - 운명적인 우회로와 오류로 이루어지고 있다. 그것은 하나의 가장 긴 길(longissima via)로서 곧은 길이 아니라 대극을 이어주는 구불구불한 길이다. 그것은 미로처럼 너무 혼란스럽게 얽혀 있어 경악하지 않을 수 없는 오솔길로서, 길을 안내해주는 카두케우스caduceus(使者의 깃대, 미큐리 신의지팡이 - 역주)를 생각나게 한다. 흔히 ‘다가가기 힘든’것으로 이야기되곤 하는 체험이 그 길을 통해서야 이루어지는 것이다. 다가가기 힘든 이유는 그것이 많은 대가를 요하는 것이기 때문이다. 즉, 그것은 대개 우리가 두려워하는 것, 다시 말해 우리가 늘 입에 담고서 끊임없이 이론적 논의를 하고는 있지만 삶의 현실 속에서는 멀리 피해가는 전체성wholeness을 요구한다. 

(C.G. 융 : 연금술의 종교심리학적 문제 서론 C.G. 융(한국 융 연구원 역) 기본저작집 5권(근간)에서) 


역설성paradox은 기묘하게도 최고의 정신적 선善에 속한다. 그러나 명확성clarity은 취약함의 징후이다. 그렇기 때문에 종교가 지닌 역설성이 상실되거나 감소될 경우 종교는 내적으로 빈곤해진다. 반면 역설성이 풍부해질 때 종교는 풍요로워지는 것이다. 왜냐하면 역설을 통해서만 우리는 삶의 충만함을 대략적으로 파악할 수 있기 때문이다. 반면 아무런 모순이 없이 명확한 것은 편협할 뿐이기 때문에 불가해한 것을 표현하기에 적합하지 않다.

(C.G. 융:연금술의 종교심리학적 문제 서론 C.G. 융(한국 융 연구원 역) 기본저작집 5권(근간)에서)


어느 정도 철저한 치료에서는 언제나 인격의 어두운 반려자인《그림자》와의 대결이 저절로 일어난다. 이 문제는 교회에서의 죄의 문제만큼이나 중요하다. 해결되지 않는 갈등은 피할 수 없으며 고통스럽다. 나는《그래서 그것을 어떻게 하시려는 것입니까?》하는 질문을 이미 자주 받았다. 나는 아무 것도 하지 않는다. 일종의 신(神)에 대한 신뢰 속에서 기다리는 것 말고는 전혀 아무 것도 할 수가 없다. 인내와 용기 속에 참아낸 갈등으로부터 바로 그 사람에게 허락된, 예측하지 못한 해결책이 생겨날 때까지 말이다. 물론 여기서 내가 수동적 태도로 있거나 아무런 일을 하지 않는 것은 아니다. 갈등이 지속되는 동안 무의식이 만들어내는 모든 일을 이해할 수 있도록 나는 환자를 돕는다. 그것이 결코 예사로운 일이 아니라는 말을 독자는 믿어도 좋을 것이다. 그것은 오히려 지금까지의 나의 관심사 중 가장 중요한 것이다. 환자 또한 아무 일도 하지 않는 것이 아니다. 그는 올바르게 행해야 하며, 더욱이 악이 자신의 내부에 너무 막강한 힘으로 밀어닥치지 않도록 온 힘을 다 쏟아야 한다. 

그리스도는 죄인을 돌봐주었고 비난하지 않았다. 그리스도의 진정한 후계자는 그와 똑같이 행할 것이다. 또한 우리가 자기 자신에게 행하지 않는 것을 다른 사람에게 행하지 않음으로 또한 죄인을 돌보게 될 것이다. 죄인이 곧 우리 자신이기 때문이다. 그리스도가 악인과 가까이 지냈다고 해서 그를 비난하지 못하는 것처럼 우리는 바로 우리 자신인 죄인에 대한 사랑이 악인과 결탁하는 일이라고 자신을 비난해서는 안 된다. 사랑은 우리를 개선하며 증오는 우리 자신을 악화시킨다. 

(C.G. 융 기본저작집 5(한국 융 연구원 역): 꿈에 나타난 개성화 과정의 상징, 솔, 45-46쪽에서)


무의식과 치료자의 자세 

우리는 의사가 최소한 자기의 인격에 미치는 무의식의 작용을 알기를 기대한다.  그래서 누구나 정신치료를 한다는 사람은 그전에 교육분석을 받을 것을 요구한다. 이것은 당연한 일이다.  그러나 최선의 준비도 의사가 무의식 전체를 남김없이 알게 할 수는 없는 것이다. 무의식을 남김없이 󰡐비워버리는 것은 있을 수 없다. 무의식의 창조적 세력들이 언제고 다시금 새로운 형상들을 만들어낼 수 있다는 사실만 보아도 그것은 불가능한 일이다. 의식이 아무리 넓다 하더라도 그보다 더 커다란 무의식 속에 들어있는, 보다 작은 원이며 앞으로도 그렇게 있을 것이다. 의식은 대양(大洋)에 둘러싸인 섬과 같은 것이다. 바다처럼 무의식도 끝없이 언제나 스스로를 새롭게 하는 많은 생명들을 낳으며, 그것들의 풍성함은 헤아릴 수 없다. 

환자와 치료자 

가장 경험이 많은 정신치료자도 그를 사로잡은 환자와의 유대가 환자와 함께 나누는 공동의 무의식을 토대로 출현한다는 사실을 몇 번이고 되풀이하여 발견하지 않으면 안 된다. 이때 배열되는 원형들에 관한 모든 필요한 개념들과 지식에 통달하고 있노라고 믿는다 해도 결국 그는 학교에서 얻은 지식으로는 꿈도 꿀 수 없는 많은 것들이 있다는 사실을 깨닫게 된다. 철저한 치료를 요하는 모든 새로운 사례는 하나의 개척작업을 의미하며 그 경우 흔적이라도 틀에 박힌 공식 치료절차가 있다면 그것은 잘못된 것임이 드러나게 된다. 그러므로 보다 높은 형태의 정신치료는 매우 까다로운 작업이며 때로는 치료자의 오성이나 공감뿐 아니라 전체인간을 도전에 끌어들이게 하는 과제를 제기한다. 의사는 환자에게 이와 같은 전력투구를 요구하는 경향이 있다. 의사는 이와 같은 요구가 효과를 거두려면 같은 요구를 그 자신에게도 적용하여야 한다는 것을 알아야 한다. 

C.G. 융 기본저작집 3권 <인격과 전이>에서


총알의 탄도가 목표에서 끝나듯, 인생도 죽음으로 끝난다. 그것은 전 인생의 목표이기도 하다. 인생의 상승과 그 정상 자체는 다만 목적을 위한 수단과 단계, 즉, 죽음이라는 목표에 이르기 위한 수단이며 단계일 뿐이다. 이 역설적 공식은 인생이 목표를 향해 가고 그 목적이 정해져 있다는 사실에서 나온 논리적 귀결에 불과하다. 그렇게 한다고 내가 삼단논법적인 유희를 일삼는다고 생각지 않는다. 인생의 상승에 목표와 의미를 인정한다면 하강에 대해서는 왜 그것이 인정될 수 없겠는가? 인간의 탄생은 의미를 함축하고 있다. 왜 죽음은 아니겠는가?

(융 : ‘심혼과 죽음’ 에서) 


우리는 생의 오후를 아침에서와 같은 프로그램에 따라 살 수는 없다. 왜냐하면 아침에 많았던 것이 저녁에는 적을 수 있고 아침에 진실이던 것이 저녁에는 진실이 아닐 수 있기 때문이다. 나는 이제 삶의 이런 기본법칙에 놀라서 마음이 동요되지는 않는다. 그러기에는 너무 많은 노인들을 치료했고 그들 마음의 밀실을 들여다 보았다. 늙어가는 사람은 자기의 삶이 상승하거나 확대되는 것이 아니고 냉엄한 내면의 과정에 의해서 삶의 폭이 좁아지도록 강요받고 있다는 것을 알아야 한다. 젊은 사람들에게는 자기자신에 너무 많이 몰두하는 것이 거의 죄악이고 위험한 일이지만, 나이든 사람에게는 자기를 진지하게 관찰하는데 전념하는 것이 의무이자 필요이다. 태양은 세계에 빛을 사용한 후에는 스스로 빛을 내기 위해서 광선을 빨아들인다. 그러나 많은 노인들은 이렇게 하는 대신에 건강염려증 환자, 구두쇠, 융통성 없는 원칙론자, 지난 시절만을 칭송하는 자, 또는 영원한 젊은이가 되어간다. 

(융 : ‘생의 전환기’에서) 

		  
"
1150,"

우리가 끊임없이 공부해야 하는 이유/ 이부영 한국융연구원 원장

http://www.jung.re.kr/php/board.php?board=bulletin&page=5&command=body&no=8


""이 작은 글터는 길을 찾는 사람을 위해서 꾸미기로 했다. 함께 길을 가는 사람­道伴­을 위해서, 혹은 혼자서 길을 가고 있는 사람을 위해서 만든 작은 窓이다. 아직은 매우 빈약하지만 차츰 그곳에 쉼터도 있고 茶 한 잔의 위로도 있을 터이다. 

우리는 여기서 說法을 강요할 생각이 없다. 어느 길이 옳은 길이라고 제시할 생각도 없고 그럴 수도 없다. 왜냐하면 개인 개인의 가는 길은 다를 수 있고 또한 달라야 하기 때문이다. 

카알 구스타브 융의 분석심리학을 통해 우리가 확신하고 있는 바는 개인은 그 자신의 전체성을 실현함으로써 사회의 성숙과 통합에 이바지한다는 사실이다. 우리가 전체가 되기 위해서 찾아가는 길은 어느 먼 땅위에, 바다 위에, 혹은 하늘에 있는 것이 아니다. 그것은 우리의 마음속에 있다. 마음속에서 길을 찾는 사람, 창조와 파괴를 함께 지닌 인간의 심혼 속에서 그 모든 것을 하나로 통합하는 치유의 궁극적 신비를 찾는 사람들.― 이들을 위해 이 길을 연다.""

- 길을 열면서(한국융연구원 회보 '길')/ 이부영

		  
"
1151,"

한국의 샤머니즘과 분석심리학/ 이부영/ 한길사(2012)


 이 원장은 “문학은 픽션(허구)이지만, 거기에 진실이 없다고 볼 수는 없는 것 아니냐”고 말했다. 그는 또 죽은자(귀신)와 대화를 하거나 멀리 있는 가족의 죽음을 꿈 등을 통해 인지하는 현상에 대해 “우리의 무한한 의식이 가지고 있는 ‘절대 지(모든 것을 앎)’를 통해 시간과 공간을 초월하는 동시성의 현상을 해석할 수 있다”고 설명했다. 이어 그는 융의 수제자이자 자신의 스승인 폰 프란츠가 “죽는다는 것은 사라지는 것이 아니고, 인지할 수 없는 세계로 가는 것”이라고 한 말을 전하며(...)


이 원장은 “샤먼(무당)은 엑스터시로 황홀경에 빠져 환자의 ‘잃어버린 혼’을 찾아줘 병을 고치는데, 그런 면에서 그들은 ‘정신과 의사들의 조상’”이라고 말했다.

이 원장은 이 책에서 샤먼이 되기까지 꿈과 무병을 통해 육신이 갈기갈기 찢기는 것을 비롯해 수많은 고통을 겪는 입무(入巫)과정을 상세히 소개하고 있다. 그런 고행과 고통이 타인을 치유할 수 있는 힘을 갖게 한다는 것이다. 그가 이 책의 부제를 ‘고통과 치유의 상징을 찾아서’라고 한 것도 샤먼이 겪는 고통의 의미와 가치를 강조하기 위해서다.

그는 “샤먼이 힘든 고통의 과정을 겪고 자기를 넘어섬으로서 치유자로 거듭나는 것과 같이 누구나 고통을 겪고 이겨냄으로써 내적으로 강해진다”고 강조했다. 그런데도 ‘요즘은 아이들을 과잉보호해 의존심만 갖게하고, 기를 살려주기만 했지 충동을 절제하고 감내하도록 길러내지 못해 고통을 견뎌내지 못한 채 쉽게 자살 충동을 일으킨다’는 게 그의 진단이다. 그는 “어른들도 무조건 고통을 기피하고 술과 환각제로 이를 넘길 생각만 할만큼 나약해지고 있다”고 안타까워했다.

http://well.hani.co.kr/80659 

http://news.donga.com/3/all/20120204/43780163/1

		  
"
1152,"
		이렇게 날씨 좋은날 공원에 나가서 점심먹고
따뜻한 햇살 맞으면서 일광욕 좀 즐기고 싶다!
형광등 불빛에 그만 그을리고 ..
		  
"
1153,"
		2012년 독립한다!
		  
"
1154,"
		나의 느낌과 감정이 표현을 얻었다 

생각이 표현을 얻었다
		  
"
1155,"
		역사적으로 파란색은 왕족과 귀족, 부르주아가 선호한 색이다. 종세에는 파란색 염료가 귀하고 값이 비싸 상류층이 아니고는 엄두를 내기 힘들었던 탓도 있을 것이다. 적.백.흑의 기본 색상에 끼지 못하고 주변색에 머물던 파란색은 권력층의 선호에 힘입어 인기와 지위가 급상승했다. 푸른 피(blue blood)는 귀족의 혈통을 뜻하는 말이 됐다. 파란색의 영향력은 날이 갈수록 커져 약품=하얀색""이라는 통념을 깨고 비아그라가 파란색으로 만들어질 정도다
           - 한겨레, 유레카 에서 -
		  
"
1156,"
		좋은 글이란 알고 있는 것입니다.
그것은 내 마음 속에 벌써 들어와 있지만 미처 내가 인식하지 못한 것입니다. (중략)
말할 수 없는 것을 말해 내는 작가의 재주에 경탄하지만
우리를 정말 기쁘게 하는 것은 우리의 생각이 표현을 얻었기 때문입니다.

- 구본홍, <일상의 황홀> 중에서 -




		  
"
1157,"
		사랑하고 감동하고, 희구하고, 전율하며 사는 것이다 -로뎅-
		  
"
1158,"

사람은 자신의 사슬을 풀 수는 없으나
다른 친구들을 자유롭게 풀어 줄 수는 있다.

- 프리드리히 니체


우리는 우리 앞에 있는 인간의 어리석음과 약점, 그리고 결함이 
바로 자신 속에 있는 약점과 어리석음, 결함이라는 것을
염두에 두고서 관대하게 다루어야 한다.

그것들은 우리가 속한 인류의 약점이므로
우리 내부에 똑같은 약점을 묻어두고 있기 때문이다.

어느 순간 자신에게서 드러나지 않는다고 해서
타인의 결함을 파헤쳐서는 안 된다.

- 쇼펜하우어의 ""인생론“ 中

		  
"
1159,"
		4월 1일 오전 1시. 다이어리를 새로 오픈했다. :)
		  
"
1160,"

정서지능 Emotional Intelligence in Everyday Life

작가 Joseph Ciarrochi 출판 시그마프레스 

﻿ 
심리학에서 정서지능에 대한 연구는 최근 5년 동안 지대한 관심을 불러일으킨 연구영역이다. 

그 이유는 첫째, 현재의 시대사조에 잘 부합하는 문제이기 때문이다. 즉 현 시대를 살아가는 사람들이 모두 공감하는 것은 과학기술적인 문제보다 인간에 관련된 문제가 훨씬 더 해결하기 어렵다는 점이다. 이런 관점에서 정서지능은 인간의 문제 중  한 측면, 즉 이성과 감성간의 괴리를 극복하여 이에 대한 통합적인 이해를 가능하게 해줄 수 있다는 점에서 관심을 불러 일으키는 것이다. 

둘째, 정서지능이라는 개념이 내포하고 있는 의미가 인생에서 성공할 수 있는 요건이 능력만이 유일한 것이 아니라 다른 가능성도 있다는 점이다. 

셋째, 기존의 전통적인 지능검사에 대한 비판을 제공한다는 점이다. 

일반적으로 어떤 사고체계들이 오랫동안 유지되고 번성할 수 있는 이유는 결국 그 사회에서 쓸모가 있었기 때문이다. 사고체계는 유기체와 마찬가지로 진화하여 사람들의 일상생활을 도울 수 있을 만큼 쓸모있는 부분만 결국 살아남게 되는 것이다. 어떤 사고체계가 완전히 잘못되었을 경우, 점차 설득력을 잃게 되고 결국에는 사람들로부터 외면 당하게 된다. 

이런 의미에서 현대사회에서 정서지능이 사람들의 관심을 받는 이유역시, '인간의 정서'라는 것이 우리가 이해하고 연구할 만한 가치를 지니고 있다는 사실을 의미한다. 

정서지능은 두가지 영역에 걸쳐 있는데, 대중적인 심리학, 즉 상호의존, 성격유형, 영혼의 치유 등에 관한 베스트셀러를 통해 알려진 영역과 또 하나는 엄밀하게 과학적이고 체계적인 연구를 수행하는 영역이다. 

정서지능의 정의는 크게 두가지이다. 첫째, 정서와 관련된 지능 또는 능력, 둘째, 정서지능을 다른 재능이나 성격특성(예를 들어 행복, 동기부여, 인간관계를 유지하는 능력 등)과 혼합시킨 대중화되고 혼합된 정의이다.  


정서지능의 4가지 영역(능력이론)

1. 정서지각과 표현에 대한 능력: 자신과 타인의 정서에 대해 정확히 평가하는 능력

2. 사고를 촉진하기 위해 정서를 사용하는 능력: 여러감각과 정서를 정확히 연합시키는 능력, 사고력을 증가시키기 위해 정서를 사용하는 능력

3. 정서를 이해하는 능력: 정서를 분석하고 어떤 감정상태에서 다른 감정상태로 전이가능성을 이해하는 능력, 대인상황에서 복잡한 감정을 이해하는 능력

4. 정서를 관리하는 능력: 자기자신과 타인의 감정을 조정하고 관리하는 능력


정서지능을 비인지적인 특성으로 정의하는 혼합정의

1. 내부적 범주: 자아실현, 자기존중, 독립, 정서적 자각을 포함

2. 대인적 범주: 감정이입, 대인관계, 사회적 책임 포함

3. 적응력: 문제해결능력, 현실검증, 현실판단능력 등을 포함

4. 스트레스 관리: 충동통제나 스트레스 인내 등을 포함

5. 일반적인 기분: 행복과 낙관적인 태도


Goldman의 대중적인 정서기능 5가지 영역

1. 정서적 자각(정확한 자기평가)과 자신감을 포함하는 자각에 대한 영역

2. 절제, 신용, 혁신 등을 포함하는 자기조절영역(자기통제, 신뢰감, 신중성, 적응성 혁신)

3. 성취동기, 솔선수범, 낙관적인 태도를 포함하는 동기부여 영역(몰입)

4. 타인이해, 정치적 인식을 포함하는 감정이입 능력(타인계발, 봉사지향, 다양성, 수용 정치적 인식)

5. 타인에 대한 영향, 갈등조정, 그리고 협동심 등을 포함하는 사회기술능력((영향력, 정보전달, 분쟁관리, 리더십, 유대형성, 변화촉진, 협동 및 협조)



성격의 4가지 부분

1. 에너지 체계: 한 개인의 동기나 정서를 포함. 어떤 일을 함에 있어 일반적인 방향을 제시하는 역할, 성격의 저차원 수준의 동기나 정서체계의 유기적인 협동작용을 나타냄. 한 개인의 기본적인 욕구와 그 기본적 욕구에 대한 정서적 반응으로 구성됨. (동기: 성취, 군집, 권력욕구/ 동기화수준: 끈기, 열정/ 정서: 행복, 분노, 슬픔, 우울/ 정서적 유형: 정서성, 정서적 안정성)

2. 지식업무: 한 개인이 제대로 기능하기 위해 필요한 자신과 세계에 대한 정보를 포함하는데, 자신과 세상에 대한 감정과 생각, 그리고 그 지식을 사용함. 즉, 자신의 인생사, 수학적인 지식, 사회적, 정서적 지식등을 포함.( 능력과 성취: 언어지능,공간지능, 정서지능/ 인지적 유형: 낙천성과 비관성, 세부 지향성) 

3. 역할수행자: 내적 성격을 세상에 표현하고 투영함. 중요한 사회적 활동과 역할을 계획하고 수행함. 즉, 대인관계를 어떻게 할 것인지 계획하고 실행하는데, 예를 들어 다른 사람을 지도하는 것, 다른 사람의 감정을 공감하는 것, 또는 좋은 인상 남기기 등(표현유형: 외향적, 내성적, 따뜻함과 차가움/ 표현기술: 공손함, 시선마주치기, 역할수행능력)

4. 집행의식: 한 개인의 의식적 자각, 즉 의식적으로 성격의 다른 부분을 관리하고 조절하는 것. 의식이라는 위치는 의식과 의식적 의지(자제) 모두를 포함함. 성격을 감독하고 필요에 따라 고차원 수준의 창의적인 생각을 제공함(의식: 자각과 자각못함, 자의식의 유무, 의지력의 고저)


Bar-On 정서지수 검사(EQ-i)

EQ-i는 현재 정서지능의 가장 포괄적인 자기보고 측정도구로 알려져 있음. 이 검사는 12가지 하위 척도로 구성되어 있음

즉, 정서의 자기자각, 주장성, 자기존중, 독립성, 공감성, 대인관계, 사회적 책임감, 문제해결, 현실검증, 적응성, 스트레스 내성, 충동조절, 행복감, 낙관주의, 자기실현 등이 그것이다. 



[출처] 정서지능-Joseph Ciarrochi 등 공저|작성자 신비로운 그녀

		  
"
1161,"

너와 나의 만남을 위한 사티어의 빙산의사 소통방법/ 김영애/ 김영애가족치료연구소


우리가 다른 사람에게 일치적으로 반응할 때는 다른 사람을 이기고자 하거나, 다른 사람이나 상황을 통제하려고 하거나, 자신을 방어하려고 하거나, 다른 사람을 무시하려 하지 않는다. 일치적 상태라고 해서 갈등이 전혀 없는 상태가 아니라, 단지 현재 상황을 정직하게 자각하고, 그 상황에서 자신의 경험과 타인의 경험을 존중하는 것이다. 일차수준의 일치성은 자신이 내적으로 경험하는 것을 자각하고 수용하는 것이고, 이차수준의 일치성은 자신을 있는 그대로 수용하는 것이며, 삼차수준의 일치성은 영성적인 측면까지 포함한 우주적 존재의 일부로 자기를 자각하고 수용하는 것이다.

모든 의사소통에는 적어도 세가지 내용이 들어 있다.- 나에 관한 내용, 상대방에 관한 내용, 그리고 관계맥락에 관한 내용.

사티어는 인간을 신체, 감정, 감정에 대한 감정, 지각, 기대, 열망, 그리고 중심에 자기로 이루어져 있고, 이런 부분들은 서로 영향을 끼치면서 존재하는 체계로 이해하였다. 

인간존재의 핵심은 ‘자기’에 있고, 내가 잘 살기 위해서는 ‘자기’가 나의 삶의 주인으로서 나의 삶을 리드하면서 살아야 한다. 그리고 또한 인간은 사회적 존재로서 다른 사람과 깊이 연결되고자 하는 열망을 지니고 있다. 인간관계를 잘 형성하기 위해서 인간은 ‘자기’에 머무를 수 있을 때 자신과 연결되고 또 다른 사람과 연결될 수 있다. 

자기자신을 알기 위해서는 적어도 자기 내면에서 일어나고 있는 과정에 대한 자각을 할 수 있어야 한다. 지금 내가 경험하는 것은 무엇일까? 내 감정은 무엇이고, 나의 생각은 무엇이고, 내가 그 순간 채우고자 하였던 나의 기대와 열망은 무엇이며, 그때 나는 어떤 행동을 하였는가? 이렇게 자기 내면에서 일어나는 것을 분명히 자각할 때, 자신을 알고, 원하는 방향의 삶을 선택할 수 있고, 자기를 분명하게 상대방에게 전달할 수 있다. 

사티어에 의하면 인간은 1)오감을 포함한 신체체계, 2) 감정체계, 3)지각체계 4)기대체계 5) 보편적 열망 6) 나:자기로 구성되어 있으며, 세상에 대한 대처방식(생존방식)으로 의사소통방식을 사용한다. 

이중 감정체계는 다시 일차적 감정과 이차적 감정(일차적 감정에 대한 감정)으로 구성된다. 일차적 감정은 외부세계와 접촉을 하면서 발생되며, 크게 긍정적 감정과 부정적 감정으로 나뉘는데, 이중 부정적 감정은 ‘안전’과 관계해서 중요한 역할을 한다. 부정적 감정은 외부의 상황이 신체적, 또는 심리적 생명에 위협이 있으니 무언가 빨리 대처를 하라는 메시지이다. 가장 강력한 부정적 감정은 두려움, 상처, 분노이다. 한 가지 상황에 대해서 다양한 감정을 동시에 느낄 수 있으며, 다양한 감정들끼리 서로 충돌할 수도, 지각체계내에서의 갈등에 의해서도 감정들이 발생할 수 있다. 예를 들면 이상적 자기개념과 현실의 자기개념의 차이, 타인이 보는 나와 자신이 보는 나 사이의 차이 등에서도 부정적 감정(죄책감, 불안, 걱정, 두려움, 긴장, 경각심, 수치심, 당황, 위축, 위협, 분개, 실망, 수치심, 무력감, 억울함, 슬픔, 분노)이 발생할 수 있다. 

이차적 감정은 어떤 감정을 느낄 때 그 감정에 대한 판단으로 인해 느끼는 이차적으로 발생되는 감정이다. 일차적 감정과 이차적 감정으로 서로 섞여 있는데, 이차적 감정은 자신에 대한 판단이 따르기 때문에 자존감에 더 큰 영향을 미치며 이는 치료적 차원에서 더 중요하다. 즉, 자존감이 높은 사람은 일차감정에 대해 판단을 하지 않는다. 자신의 감정을 판단하지 않고, 자각하고, 수용하고 받아들이고 인정하기 때문이다. 

감정은 당신에게 무언가 메시지를 전달하려는 것이다. 부적절하다는 느낌, 불편하다는 느낌은 당신에게 무엇인가를 ‘해서’ 이 감정을 해결하라는 것이다. 감정이 발생하고, 그 감정이 해결되지 못한 채 남아 있으면 지속적으로 해결되기를 바라면서 사라지지 않는다. 그 감정을 해결하기 위해서는 그 감정이 무엇을 원하는지 확인하여야 한다. ‘지금 느끼고 있는 이 감정이 정말 충족시키고자 하는 것은 무엇인가? 나는 무엇을 원하는가?’

명확한 의사소통, 즉 일치적 의사소통은 관찰한 상황에 대한 객관적 서술, 그 상황에 자신이 부여한 의미나 해석, 그 상황 때문에 발생한 나의 감정과 생각, 그리고 기대, 열망, 자기까지 모두 포함하여 표현하는 것이다. 

친밀한 인간관계를 위해서는 이렇듯 자신이 느끼고 있는 감정을 분명하게 파악하고 표현하는 일이 무엇보다 중요하다. 일치적으로 말하기 위해서는 자신의 내면에 대한 정확한 자각이 있어야하는데, 아무리 빙산에 의거해 일치적 메시지를 전달하여도 근본적으로 자기중심적이라든가 관계개선에 대한 의지가 없다든가 하면 빙산의사소통은 불가능하다. 

우리는 태어나면서부터 생존을 위해서 많은 기대를 가진다. 일반적으로 유아기에는 부모에게서 기대를 채우나, 성인이 되면서부터는 스스로 자신의 기대를 채워야한다. 우리가 붙잡고 있는 채워지지 못한 기대는 스트레스 상황에서 끊임없이 분노, 슬픔, 실망, 무력감 등을 불러일으킴으로써 비일치적으로 대처하게 만들기 때문에 좋은 의사소통이 어려워진다. 만일 지속적으로 이렇게 살아간다면 분명히 그에 따른 대가를 치르게 된다. 그러므로 기대를 놓아주지 않을 때 치르게 될 대가를 깨닫고 그 기대를 놓아주는 것이 바람직하다. 

우리가 기대를 가지는 것은 열망을 충족시키기 위한 것이다. 그러나 열망을 충족시키기 위해서 반드시 어떤 특정 방법만을 고집할 필요는 없다. 즉, 기대는 열망을 충족시키기 위한 통로이므로 채워지지 못한 기대를 다른 방법으로 채울 수도 있다는 의미이다. 

공감적 피드백

공감적 피드백은 상대의 말이나 행동이 내 마음에 들지 않고 나의 기준과 많이 다르다 하더라도, 그 사람이 그런 반응을 하는 것은 그 사람의 입장에서는 그럴 수도 있을 것이라고 이해하면서 듣는 것이다. 공감적 피드백의 규칙은 1) 즉각적 2) 일치적 3) 지지적이어야 한다. 

이중, 일치적이라함은 자신이 느끼는 진정한 반응뿐만 아니라 상대를 조정하고자 하는 마음, 또는 보이고 싶지 않은 부정적인 느낌까지 정직하게 보여주어야 함을 의미한다. 그러나 정직한 것과 무례한 것은 구별되어야 한다. 정직한 피드백이란 ‘상대방과의 친밀한 관계를 유지하고 상호간의 성장을 간절히 원한다’는 전제하에서 자기 내면을 일치적으로 표현하는 것이다. 

지지적이라 함은 정직한 피드백을 한다는 이유로 상대방에게 마음대로 상처를 주어서는 안된다는 의미이다. 

이 모든 의사소통과 관계한 방법들은 내가 그 사람과 ‘친밀한 인간관계’를 원할 때 필요한 방법들이다. 즉, 나의 모든 인간관계가 꼭 그러하여야한다는 것이 아니고, 나에게 중요하고, 꼭 필요하며, 내가 공들이고 싶은 관계일 때 이러한 애씀이 필요하다는 것이다. 그 이외에 중요하지도 않은 관계에 대해서까지 이런 의사소통을 하기위해 애쓰는 것은 공연한 에너지 낭비에 해당한다. 관계에서도 에너지의 집중과, 효율적인 배분이 필요하고, 이는 내가 원하는 효과를 극대화하기 위해 고려해야할 부분이다.


[출처] 사티어의 빙산의사소통방법|작성자 신비로운 그녀

		  
"
